b_win,a_ortg,a_drtg,a_pospg,a_efg,a_opp_efg,a_ts,a_opp_ts,a_a_rate,a_ft_rate,a_ppg,a_opp_ppg,a_apg,a_rpg,a_orpg,a_bpg,a_spg,a_topg,a_pfpg,a_rank,a_sos,b_ortg,b_drtg,b_pospg,b_efg,b_opp_efg,b_ts,b_opp_ts,b_a_rate,b_ft_rate,b_ppg,b_opp_ppg,b_apg,b_rpg,b_orpg,b_bpg,b_spg,b_topg,b_pfpg,b_rank,b_sos
1,89.8799196,110.0822869,66.14886364,0.448763251,0.545804795,0.485974364,0.580098494,0.424107143,0.397526502,59.45454545,72.81818182,8.636363636,26.72727273,8,2.136363636,6.045454545,12.77272727,18.09090909,342.1346154,228.464351,89.64674169,107.7014701,69.35434783,0.460714286,0.513795675,0.497175141,0.545336232,0.477137177,0.297619048,62.17391304,74.69565217,10.43478261,28.91304348,8.608695652,3.826086957,5.130434783,14.91304348,18.65217391,325.8461538,207.489121
1,96.26304689,97.272547,57.784375,0.525096525,0.489894552,0.554551685,0.518856132,0.592827004,0.340733591,55.625,56.20833333,11.70833333,21.04166667,4.166666667,2.833333333,5.625,11.41666667,14.04166667,183.0576923,192.1088747,98.0619081,97.80110515,69.71477273,0.497068677,0.46627907,0.535812893,0.50336415,0.60412758,0.369346734,68.36363636,68.18181818,14.63636364,30.13636364,7.090909091,3.045454545,5.454545455,13.22727273,18.27272727,172.8653846,188.6733871
1,96.29741414,109.7904146,67.05416667,0.48592788,0.510517799,0.515726619,0.542980068,0.50712831,0.328935796,64.57142857,73.61904762,11.85714286,24.0952381,6.857142857,3,4.333333333,11.57142857,17.47619048,326.5961538,211.8634985,98.76011942,108.2990416,69.714375,0.480871886,0.541858326,0.52021156,0.570640364,0.590413943,0.37366548,68.85,75.5,13.55,30.5,8.95,1.6,5.15,13.15,20.85,291.3461538,204.3502825
1,98.23702327,100.171537,68.9234375,0.491085271,0.489114114,0.530924298,0.521405308,0.508865248,0.392248062,67.70833333,69.04166667,11.95833333,29.70833333,8.916666667,3.125,8.5,14,19.5,196.6346154,193.4156791,95.36285843,99.28523822,70.94184783,0.449371766,0.494034303,0.489885872,0.523864959,0.515037594,0.365853659,67.65217391,70.43478261,11.91304348,32.95652174,9.565217391,2.347826087,5.695652174,12.08695652,19.43478261,268.2884615,204.0566229
1,93.67902545,100.2074546,66.91381579,0.471374046,0.478323699,0.500809453,0.51593569,0.447058824,0.283396947,62.68421053,67.05263158,10,26.10526316,7.315789474,3.157894737,4.368421053,12.52631579,19,264.8269231,181.3511206,105.0989765,93.67652422,70.0375,0.514383043,0.46710023,0.543979436,0.501462183,0.543624161,0.374716124,73.60869565,65.60869565,14.08695652,28.13043478,8.565217391,5.739130435,7.956521739,10.86956522,16.7826087,81.63461538,205.2516011
1,104.7776435,94.58270643,66.10271739,0.484548336,0.456589147,0.531177059,0.490374942,0.600364964,0.396196513,69.26086957,62.52173913,14.30434783,34.73913043,10.73913043,4.695652174,6.434782609,11.47826087,16.17391304,30.86792453,115.1493739,103.5918554,91.51223976,71.26630435,0.520911128,0.485306122,0.545104334,0.521285838,0.619281046,0.343539955,73.82608696,65.2173913,16.47826087,30.69565217,9,3.608695652,10.65217391,12.91304348,18.65217391,54.71153846,131.034296
0,106.4608009,95.6902053,69.83586957,0.492429977,0.458431373,0.546107784,0.50070855,0.523316062,0.38985617,74.34782609,66.82608696,13.17391304,34.17391304,9.782608696,3.869565217,6.52173913,11.60869565,20.08695652,34.69811321,124.4636364,101.1828631,91.82027168,65.01358696,0.504834811,0.461674009,0.530058857,0.510247691,0.550091075,0.315874295,65.7826087,59.69565217,13.13043478,31.39130435,9.869565217,3.217391304,7.826086957,12.39130435,17.39130435,50.66037736,90.20706656
0,103.7736738,100.8324142,66.298125,0.533459001,0.514514515,0.561037267,0.554484189,0.568181818,0.32799246,68.8,66.85,13.75,27.3,6.65,2.25,6.45,11.9,19.6,182.6538462,204.2013423,93.43833887,107.1625393,70.31375,0.477188082,0.535714286,0.514366241,0.572894887,0.496732026,0.398510242,65.7,75.35,11.4,25.45,6.1,2.7,6.35,12.6,22.35,293.5384615,193.2395038
0,91.01057529,107.5083725,66.67556818,0.462343096,0.524718127,0.49432544,0.566288423,0.549568966,0.273640167,60.68181818,71.68181818,11.59090909,31.13636364,9.045454545,2.909090909,4.227272727,14.22727273,20.22727273,328.1153846,201.9744526,110.9946075,110.695027,66.76,0.545372866,0.563829787,0.573496121,0.592943253,0.474766355,0.338724169,74.1,73.9,12.7,25.95,7.75,1.75,6.35,10.1,20.25,223.5769231,221.1621881
0,112.3486989,99.04924755,68.65271739,0.547433904,0.467357911,0.575927279,0.510477185,0.573505654,0.416018663,77.13043478,68,15.43478261,32.26086957,10.39130435,3.434782609,7.52173913,11.86956522,18.7826087,67.75,203.6666667,94.95831389,98.7654321,68.293125,0.481672932,0.482240437,0.514223412,0.520608212,0.506726457,0.390037594,64.85,67.45,11.3,30.2,8.7,4.05,5.95,13.9,18.75,270.4423077,220.5153846
1,105.7249634,107.24151,60.20543478,0.576739752,0.537378641,0.6054215,0.580361505,0.696324952,0.321258341,63.65217391,64.56521739,15.65217391,19.86956522,4.217391304,1.913043478,6.043478261,11.47826087,21.17391304,217.1923077,188.2187202,101.8726592,97.44961655,63.71590909,0.491852487,0.476415094,0.526917826,0.514133012,0.436105477,0.341337907,64.90909091,62.09090909,9.772727273,31.90909091,8.090909091,3.590909091,4.5,10,15.27272727,159.8269231,220.4505051
1,97.44861108,100.6500478,64.03375,0.50342131,0.483769161,0.529565273,0.515177554,0.642696629,0.319648094,62.4,64.45,14.3,30.45,8.25,1.75,5.2,13.1,15.95,260.4038462,218.7074899,104.7714381,95.7624291,65.15217391,0.507531381,0.474817222,0.544203539,0.505094947,0.469945355,0.435983264,68.26086957,62.39130435,11.2173913,33.39130435,11.95652174,3.739130435,6.043478261,14.04347826,16.7826087,128.3076923,190.6838095
0,91.06227369,98.16082888,69.7325,0.466945996,0.486148347,0.496035621,0.516545297,0.430463576,0.404096834,63.5,68.45,9.75,29.95,8.75,3.6,7.1,14.4,18.25,260.9423077,170.8946841,97.63963765,98.01906629,68.75326087,0.474739374,0.481395349,0.522884671,0.515215476,0.575471698,0.387329591,67.13043478,67.39130435,13.26086957,30.91304348,9.956521739,5.434782609,7.043478261,14.08695652,17.91304348,136.5961538,147.7667877
0,102.8948713,98.50338891,65.5815,0.5316253,0.486600846,0.566715937,0.509246851,0.598984772,0.403522818,67.48,64.6,14.16,31.64,7.44,3.84,5.08,13.28,14.52,131.9807692,182.9484266,109.1546357,96.46999917,71.898,0.516531714,0.485945186,0.553541452,0.520197399,0.583076923,0.412280702,78.48,69.36,15.16,35.56,10.28,2.84,7.4,11.2,18.64,136.7884615,224.4663755
1,88.71634218,102.3236148,68.46184211,0.446531792,0.489583333,0.48352293,0.531878759,0.590452261,0.315028902,60.73684211,70.05263158,12.36842105,26.57894737,6.105263158,2.052631579,5.210526316,11.73684211,17.42105263,305.6538462,199.9264706,101.1473993,104.0625053,67.04886364,0.471625107,0.50838223,0.525537161,0.544847904,0.452674897,0.464316423,67.81818182,69.77272727,10,31.90909091,9.636363636,3.954545455,5.409090909,12.09090909,19.72727273,183.5384615,182.5594758
1,99.66969925,95.23257643,65.65163043,0.47979798,0.457258065,0.532140584,0.492170788,0.615533981,0.400673401,65.43478261,62.52173913,13.7826087,28.82608696,7.695652174,3.217391304,5.608695652,12,18.65217391,110.8269231,173.7303823,105.5321172,102.8157178,66.93352273,0.500803213,0.488934426,0.53754886,0.530622974,0.612844037,0.338955823,70.63636364,68.81818182,15.18181818,33.22727273,10.68181818,4.136363636,5.272727273,11.81818182,18.59090909,121.6923077,163.0050352
1,99.68595556,100.8983523,70.69821429,0.492076731,0.491423671,0.531122714,0.530434475,0.524557957,0.341117598,70.47619048,71.33333333,12.71428571,31.71428571,9.666666667,4.19047619,7.238095238,14.28571429,20.19047619,226.6346154,204.4683258,93.74675147,114.310555,62.98630952,0.499045802,0.550300946,0.520166957,0.570781427,0.434511435,0.289122137,59.04761905,72,9.952380952,24.19047619,6.523809524,2.476190476,4.285714286,12.85714286,15.95238095,336.4038462,192.7893617
0,105.0356305,94.77036822,68.19114583,0.511823036,0.457479119,0.545844249,0.499179299,0.614238411,0.423340961,71.625,64.625,15.45833333,33.875,10.125,5.625,5.583333333,12.79166667,18.79166667,52.15384615,116.26212,89.8150687,98.28473936,65.646,0.435925926,0.480769231,0.472307224,0.510483424,0.504725898,0.328148148,58.96,64.52,10.68,31.56,9.52,4.04,5.68,12.6,16.16,153.5961538,106.7097792
1,95.82996812,96.98618491,63.92663043,0.467576792,0.50412844,0.510840403,0.541166202,0.530526316,0.372013652,61.26086957,62,10.95652174,33.08695652,9.217391304,2.826086957,6,13,18.56521739,166.6346154,163.7684594,96.2853998,103.3627882,63.95460526,0.510683761,0.513374486,0.54457865,0.540889712,0.595907928,0.310897436,61.57894737,66.10526316,12.26315789,26.15789474,7,2.210526316,5.947368421,14.31578947,19.21052632,280.8076923,178.9007471
1,93.76813276,98.54274772,65.56413043,0.468649518,0.4921875,0.498475314,0.522273965,0.513078471,0.295016077,61.47826087,64.60869565,11.08695652,28.2173913,8.434782609,3.47826087,6.391304348,12.30434783,18.17391304,208.5192308,192.7626311,99.58386105,102.5945359,71.96614583,0.490405117,0.489568846,0.517869509,0.527153461,0.521327014,0.379530917,71.66666667,73.83333333,13.75,34.375,10.29166667,3.75,6.083333333,13.375,18.45833333,256.6923077,214.8959854
1,98.75532568,107.6857244,63.98690476,0.476958525,0.506469501,0.509571261,0.551290599,0.537946429,0.421198157,63.19047619,68.9047619,11.47619048,30.80952381,10,2.476190476,4.095238095,12.38095238,21.71428571,230.8461538,149.640509,99.89798259,96.22851901,65.85885417,0.4896249,0.478458989,0.527670098,0.5198134,0.559701493,0.408619314,65.79166667,63.375,12.5,29.41666667,8.375,3.875,6.541666667,11.91666667,20.29166667,131.5384615,143.3899497
0,103.1513347,103.2741339,67.86145833,0.519230769,0.500762777,0.539837085,0.538645061,0.57118928,0.414615385,70,70.08333333,14.20833333,31.91666667,9.041666667,2.333333333,5.958333333,11.75,20.75,171.0576923,152.1349282,98.96994422,109.4731648,61.67880435,0.471777591,0.534632035,0.511214681,0.565539593,0.541666667,0.330244313,61.04347826,67.52173913,11.30434783,26.47826087,8.260869565,1.782608696,4.913043478,10.26086957,18.08695652,198.6346154,137.8088531
0,100.857439,99.57599171,66.33125,0.485878199,0.469626168,0.518514213,0.52047832,0.625779626,0.292144748,66.9,66.05,15.05,32.05,9.55,4,4.9,11.55,18.85,138.0384615,139.0761523,96.93252504,100.2205168,68.76141304,0.486966825,0.480369515,0.51882562,0.523223187,0.472014925,0.35150079,66.65217391,68.91304348,11,29.17391304,9.217391304,2.52173913,6.695652174,13.91304348,18.69565217,113.4423077,113.2087114
0,103.8374307,93.7087269,65.34940476,0.491257286,0.47037702,0.518955534,0.50205938,0.588235294,0.301415487,67.85714286,61.23809524,14.28571429,31.57142857,10.47619048,2.714285714,8.380952381,10.33333333,17,153.4038462,231.1330645,105.5341267,100.796934,69.08579545,0.532094595,0.488473768,0.569713545,0.522492412,0.552434457,0.397804054,72.90909091,69.63636364,13.40909091,28.95454545,7.818181818,3.818181818,5.818181818,12.72727273,17,168.9615385,207.5320574
1,105.0878539,100.9711645,63.6202381,0.528703704,0.491087344,0.559240007,0.523771622,0.508982036,0.341666667,66.85714286,64.23809524,12.14285714,29.9047619,7.80952381,2,4.80952381,11.57142857,15.71428571,157.1923077,213.9607664,95.1413776,99.84137508,67.69829545,0.475313808,0.493220339,0.504458962,0.52984144,0.492094862,0.369037657,64.40909091,67.59090909,11.31818182,30.31818182,9.409090909,4.636363636,7.045454545,13.31818182,19.77272727,259.8846154,203.591819
1,89.97060443,102.5664891,67.1515625,0.463726298,0.498865356,0.50764087,0.53388024,0.527196653,0.373454246,60.41666667,68.875,10.5,23.04166667,5.75,2.333333333,6.833333333,13.58333333,17.375,314.3461538,200.2019231,103.1529471,109.0834529,68.91413043,0.480937252,0.52375,0.530121263,0.574437689,0.562043796,0.473391581,71.08695652,75.17391304,13.39130435,31.26086957,10.95652174,3.086956522,7.043478261,12.39130435,21.2173913,248.4423077,190.3514957
0,107.3107555,90.89456466,64.62336957,0.534246575,0.450369155,0.570304818,0.481365353,0.642233857,0.415239726,69.34782609,58.73913043,16,34.34782609,9.565217391,3.782608696,6.52173913,13.08695652,16.56521739,27.05357143,139.9828571,96.42199753,99.31331266,67.60056818,0.456279809,0.485714286,0.490499564,0.519466817,0.552795031,0.341017488,65.18181818,67.13636364,12.13636364,33.40909091,11.63636364,3.818181818,6.090909091,13,18.27272727,229.5,189.8382775
0,95.42486825,105.0448313,70.40284091,0.470198675,0.491248097,0.513265731,0.530338837,0.464143426,0.40397351,67.18181818,73.95454545,10.59090909,31.36363636,8.954545455,3.909090909,4.863636364,14.31818182,18.36363636,304.7115385,190.8943436,95.64582197,100.6759193,67.593125,0.475723623,0.497395833,0.511340043,0.52491515,0.42081448,0.380018674,64.65,68.05,9.3,31.3,9.6,2,6.65,14.15,15.4,288.9423077,218.5359712
0,98.73477145,102.7931946,68.78697917,0.461948791,0.507191522,0.501839565,0.54609815,0.473043478,0.326458037,67.91666667,70.70833333,11.33333333,32.75,9.875,2.333333333,5.583333333,11.41666667,19.20833333,247.8076923,209.2955169,101.2057719,106.4971794,74.73522727,0.493055556,0.554,0.532003325,0.588195774,0.46572935,0.435185185,75.63636364,79.59090909,12.04545455,33.22727273,10.09090909,2.727272727,7.909090909,13.90909091,20.72727273,290.3846154,222.402834
1,99.60952454,106.1940127,65.305,0.473762376,0.516742081,0.530738792,0.54798309,0.539215686,0.44950495,65.05,69.35,11,29.45,8.4,3.25,5.3,12.25,17.5,247,194.6491396,96.51829394,109.4684876,69.883125,0.510367578,0.533802817,0.539168665,0.573323591,0.467091295,0.377002828,67.45,76.5,11,27.1,6.75,3.85,5.25,14,23.1,328.4807692,220.5506073
0,101.3497807,96.45275767,67.21770833,0.473546945,0.481803797,0.511568968,0.520950165,0.496478873,0.401639344,68.125,64.83333333,11.75,37.29166667,12.33333333,4.833333333,6.375,12.66666667,17.79166667,166.8846154,223.799634,97.0604369,104.9336904,70.43409091,0.452794562,0.545246801,0.490085863,0.582931507,0.453007519,0.334592145,68.36363636,73.90909091,10.95454545,35.59090909,12.27272727,2.727272727,6.5,13.54545455,23.36363636,295.4615385,197.9305136
1,88.69787857,108.0833943,65.616,0.434928945,0.522290809,0.475241704,0.544198895,0.498098859,0.305160808,58.2,70.92,10.48,28.96,9.08,3.48,4.6,13.52,14.16,344.2692308,219.7892336,98.63130426,99.55441941,64.0125,0.511241007,0.49956446,0.537330754,0.531846288,0.532786885,0.341726619,63.13636364,63.72727273,11.81818182,26.22727273,6.636363636,2.454545455,6.545454545,11.90909091,15.77272727,196.4807692,197.228145
1,86.33357519,103.2133237,65.16684783,0.438695652,0.490542763,0.471961339,0.527338424,0.48173516,0.404347826,56.26086957,67.26086957,9.173913043,28.30434783,8.130434783,3.608695652,5.347826087,13.60869565,20.60869565,328.9230769,193.8083942,99.91634987,102.8979386,68.60284091,0.483755943,0.521591871,0.5150713,0.548511285,0.486388385,0.336767036,68.54545455,70.59090909,12.18181818,34.40909091,11.22727273,3.590909091,5.5,13.54545455,19.13636364,247.3076923,203.9490385
1,94.16431778,101.5415666,68.42142857,0.456163194,0.497835498,0.498278307,0.531308607,0.440860215,0.375868056,64.42857143,69.47619048,9.761904762,33.38095238,9.142857143,2,5.142857143,12.28571429,18.42857143,269.3846154,183.9740385,110.8147245,101.5166527,65.605,0.591226321,0.477436823,0.618249851,0.51536021,0.552683897,0.362911266,72.7,66.6,13.9,28.2,6.55,1.9,4.6,13.5,18.35,102.6346154,213.9786325
1,101.8548027,97.64803365,74.70952381,0.495211492,0.487489911,0.538119612,0.522154056,0.513368984,0.389465283,76.0952381,72.95238095,13.71428571,37.80952381,10.76190476,4.142857143,6.476190476,14.76190476,19.42857143,184.3653846,207.2692308,93.66522298,93.81752415,65.659375,0.456989247,0.433928571,0.489786167,0.478734772,0.552173913,0.26344086,61.5,61.6,12.7,32.6,8.6,4.1,4.75,11.3,15.95,159.5769231,191.8655462
0,98.57762737,99.11373955,71.05833333,0.49073294,0.465975104,0.524897857,0.514175459,0.529296875,0.379949452,70.04761905,70.42857143,12.9047619,32.61904762,9.095238095,3.238095238,6.476190476,14,20.85714286,162.5769231,194.5154091,91.98938887,93.25167894,66.7125,0.447134387,0.47653806,0.490647815,0.521693075,0.518610422,0.366600791,61.36842105,62.21052632,11,28.94736842,8.789473684,2.052631579,7,13.21052632,18.36842105,228.4038462,205.8177458
1,104.1518792,90.63872991,63.23806818,0.485950413,0.460441582,0.518027278,0.493001798,0.555769231,0.328099174,65.86363636,57.31818182,13.13636364,33.90909091,11.18181818,3.409090909,5.909090909,10.40909091,17.04545455,61.03846154,173.6459854,101.8420361,101.2621526,68.979375,0.479981802,0.526508227,0.523209265,0.556352051,0.520518359,0.466787989,70.25,69.85,12.05,31.95,10.05,2.3,7.35,12.4,16.95,207.5576923,207.3593117
0,112.6955508,86.25179843,65.36785714,0.568627451,0.418084154,0.595893841,0.45559489,0.59280303,0.446311858,73.66666667,56.38095238,14.9047619,32.76190476,8,5,6.571428571,11.0952381,16.9047619,10.5,125.9210526,109.233636,97.3714467,68.54076087,0.509774436,0.47992126,0.546961852,0.513816131,0.5,0.386466165,74.86956522,66.73913043,12.91304348,33.60869565,10.08695652,3.086956522,5.913043478,10.26086957,18.95652174,37.11320755,125.6643287
1,104.4345846,102.942662,69.94184783,0.52006056,0.507882883,0.539144109,0.539308279,0.517973856,0.377744133,73.04347826,72,13.7826087,34.30434783,10.60869565,2.391304348,6.565217391,12.95652174,17.43478261,160.0769231,171.3278539,103.8633886,94.11004804,67.3125,0.522577997,0.467691095,0.548449811,0.498827396,0.56097561,0.428571429,69.91304348,63.34782609,14,32.08695652,8.260869565,4,5.434782609,12.08695652,17.2173913,85.63461538,177.3370982
0,93.50649351,103.3314512,80.5,0.448632422,0.529389881,0.483299041,0.563501717,0.500894454,0.300867245,75.27272727,83.18181818,12.72727273,35.45454545,12.54545455,5.409090909,7.909090909,15.63636364,22.40909091,298.0384615,193.0650224,97.799511,109.3181201,65.73214286,0.49759384,0.53673293,0.534357188,0.556600642,0.497757848,0.454282964,64.28571429,71.85714286,10.57142857,26.85714286,7.761904762,2.428571429,5.19047619,13.61904762,18.33333333,302.5576923,193.6893617
0,101.9655827,105.2912294,69.29021739,0.503866976,0.503325021,0.537039179,0.556209291,0.485268631,0.35808198,70.65217391,72.95652174,12.17391304,30.60869565,9.739130435,4.565217391,8,13.39130435,21.17391304,233.2307692,193.4504049,105.2026198,101.4944334,63.31467391,0.502951096,0.49354318,0.539370148,0.519215907,0.551136364,0.415682968,66.60869565,64.26086957,12.65217391,30,10,2.304347826,5.695652174,11.13043478,16.17391304,174.6923077,196.8937799
0,103.7394251,96.0501131,62.8578125,0.502914238,0.496199324,0.549411971,0.530409796,0.491493384,0.39134055,65.20833333,60.375,10.83333333,29.91666667,8.125,1.416666667,5.625,11.75,17.08333333,132.6730769,215.5581172,100.2036079,99.31628942,68.59945652,0.525941423,0.458333333,0.556817581,0.516854674,0.614953271,0.3958159,68.73913043,68.13043478,14.30434783,29.17391304,7.826086957,4.695652174,6.652173913,14.26086957,20.52173913,181.9807692,206.5742935
1,100.9314194,94.54815494,68.79402174,0.498450813,0.443223443,0.527820468,0.479272121,0.534364261,0.361735089,69.43478261,65.04347826,13.52173913,33,9.217391304,5.826086957,4.956521739,12.26086957,16.91304348,82.92307692,142.1603206,110.3152779,87.03715546,67.98695652,0.538304808,0.455012853,0.572775721,0.49506211,0.52238806,0.478402608,75,59.17391304,13.69565217,34,9.304347826,3.260869565,7.347826087,11.60869565,17.91304348,6.678571429,113.4047619
0,92.31149829,92.38218091,67.3702381,0.450138504,0.444345503,0.503935793,0.488872265,0.509389671,0.413665743,62.19047619,62.23809524,10.33333333,29.9047619,7.047619048,5.19047619,6.285714286,12.9047619,19.42857143,196.5769231,191.7519231,96.85496303,97.71903813,63.651875,0.479007634,0.489648033,0.506729683,0.533241888,0.557303371,0.338740458,61.65,62.2,12.4,31.15,9.6,3.55,7.5,12.3,19.65,217.5769231,208.0688259
0,96.93840128,100.400487,71.00729167,0.483905579,0.51521217,0.516597089,0.557174724,0.536256324,0.302575107,68.83333333,71.29166667,13.25,29.875,8.458333333,3.083333333,7.708333333,12.91666667,21.08333333,210.25,153.7755474,102.8544468,97.32753682,64.50652174,0.510204082,0.494106981,0.540674603,0.535568578,0.56043956,0.32,66.34782609,62.7826087,13.30434783,29.69565217,8.652173913,2.826086957,7.739130435,11.39130435,19.65217391,117.9038462,170.0190295
1,102.8065762,97.94820631,60.66578947,0.519230769,0.451951952,0.544164581,0.490240778,0.548926014,0.277546778,62.36842105,59.42105263,12.10526316,30.68421053,8.947368421,3.736842105,4.578947368,11.84210526,17.26315789,157.5769231,184.990991,95.9458029,89.67926326,65.60416667,0.470873786,0.448221757,0.513273534,0.47829818,0.547979798,0.401294498,62.94444444,58.83333333,12.05555556,32.94444444,8.833333333,5,6.888888889,12.77777778,16.16666667,79.96153846,176.8716216
1,89.47799156,114.1903493,74.18690476,0.502304147,0.555599682,0.536081681,0.584553206,0.541052632,0.417511521,66.38095238,84.71428571,12.23809524,23.76190476,7.238095238,4.142857143,6.333333333,19.23809524,22,348.6923077,231.0413064,109.0654265,106.432227,73.5796875,0.53520352,0.523655914,0.579161028,0.559849873,0.455813953,0.462046205,80.25,78.3125,12.25,28.75,7.375,3.9375,8,11.125,20.1875,175.4615385,222.9807692
1,97.89094849,97.39561162,70.2201087,0.502107926,0.487899741,0.540180402,0.539909729,0.6,0.492411467,68.73913043,68.39130435,13.56521739,28.04347826,8.739130435,2.739130435,7.52173913,15.08695652,23.26086957,189.6538462,207.0277778,112.4399301,100.8082132,73.248,0.570217096,0.483931947,0.594425278,0.513783938,0.605337079,0.368385346,82.36,73.84,17.24,31.12,7.76,3.72,6.72,12.04,16.72,79.96153846,186.9300766
0,100.6800647,95.46312999,64.17228261,0.500824402,0.454051796,0.522503516,0.497203451,0.490458015,0.362737016,64.60869565,61.26086957,11.17391304,32,10.08695652,4.086956522,5.173913043,11.7826087,18.17391304,117.9807692,182.9608333,108.9356071,99.79247496,69.26875,0.530496988,0.494223827,0.571473651,0.522881997,0.523961661,0.406626506,75.45833333,69.125,13.66666667,31.79166667,8.708333333,2.958333333,5.708333333,12.54166667,16.91666667,85.32692308,165.3968127
1,93.39691982,101.1230193,69.64642857,0.4640553,0.478671042,0.517003198,0.51494525,0.506666667,0.458064516,65.04761905,70.42857143,10.85714286,31.52380952,8.80952381,4.238095238,4.904761905,15.33333333,19.52380952,251.4038462,186.8253359,101.1654792,100.3350163,66.228125,0.529381966,0.501980198,0.56650038,0.544482455,0.592165899,0.417426545,67,66.45,12.85,25.55,4.95,2.85,6.4,11.8,18.75,199.2307692,192.3730769
1,91.82753878,101.9462758,65.884375,0.448358687,0.495234313,0.492487196,0.530507471,0.510245902,0.379503603,60.5,67.16666667,10.375,28.875,8.208333333,3.166666667,5,12.375,19.375,290.3846154,176.4445565,101.5974742,96.50817586,69.19891304,0.447234352,0.450771492,0.501706485,0.487108743,0.580470163,0.363901019,70.30434783,66.7826087,13.95652174,43.60869565,13.95652174,5.739130435,3.173913043,13.26086957,18.60869565,165.3076923,194.2530364
1,95.31544409,92.26171139,66.9173913,0.448145344,0.456118143,0.483615745,0.499121265,0.619417476,0.311884936,63.7826087,61.73913043,13.86956522,33.13043478,10.39130435,3.434782609,6.869565217,11.43478261,19.13043478,166.9807692,190.9544534,98.23757331,96.307799,66.329,0.488727273,0.472138554,0.509619897,0.51443113,0.504159734,0.341818182,65.16,63.88,12.12,33.76,10.36,2.72,7.12,12.68,17.68,146.6346154,200.9665072
0,95.82933133,94.20510538,64.0305,0.465448769,0.450409836,0.504049814,0.506431138,0.494163424,0.43923749,61.36,60.32,10.16,30.28,9.24,3.24,6.68,11.88,19.6,201.6923077,207.021043,94.1154207,106.983749,68.92554348,0.450039339,0.540367706,0.492669396,0.572441144,0.520080321,0.402832415,64.86956522,73.73913043,11.26086957,31.91304348,9.652173913,2.304347826,5.826086957,13.30434783,19.43478261,311.9807692,167.3611738
0,106.8488694,92.07743615,66.81521739,0.527624309,0.456133225,0.555339477,0.495404814,0.503401361,0.351223362,71.39130435,61.52173913,12.86956522,33.47826087,9.652173913,4.347826087,5.826086957,12.2173913,17.04347826,70.96153846,198.0163462,101.643901,90.98609386,66.0875,0.50242915,0.458754209,0.525975352,0.493813936,0.523560209,0.398380567,67.17391304,60.13043478,13.04347826,32.82608696,9.782608696,4.565217391,7.652173913,12.08695652,18.47826087,64.71153846,177.918429
0,100.8264848,108.7881073,69.90054348,0.488654147,0.522496372,0.531972499,0.550051892,0.626151013,0.404538341,70.47826087,76.04347826,14.7826087,30.56521739,8.086956522,3.652173913,4.086956522,11.65217391,18.39130435,168.0576923,141.1564694,102.0130835,94.17564706,68.78913043,0.528309742,0.487295082,0.558236057,0.522559489,0.57952468,0.428809326,70.17391304,64.7826087,13.7826087,31.60869565,7.913043478,2.217391304,6,13.95652174,19.13043478,69.96153846,116.5199241
0,101.2409297,96.94365287,65.37916667,0.488138686,0.484402852,0.529291929,0.513562527,0.588362069,0.416970803,66.19047619,63.38095238,13,33.14285714,10.14285714,4,6.095238095,12.9047619,18.19047619,93.88461538,165.1410749,93.08698113,101.5855366,66.26513158,0.493644068,0.498489426,0.525113132,0.537338515,0.53253012,0.383474576,61.68421053,67.31578947,11.63157895,30.57894737,8.684210526,2.736842105,5.842105263,16.15789474,20.68421053,260.0192308,186.6804435
0,104.5717727,104.9423317,61.33238636,0.539581438,0.523593466,0.560543461,0.552251321,0.62109375,0.305732484,64.13636364,64.36363636,14.45454545,26.27272727,7.636363636,2.227272727,6.181818182,11.63636364,17.59090909,202.9423077,184.7902023,98.95612187,96.39249177,67.83858696,0.497233202,0.446415641,0.525098626,0.477953444,0.5428051,0.341501976,67.13043478,65.39130435,12.95652174,30.95652174,8,6.695652174,5.304347826,11.39130435,16.7826087,103.0384615,126.4681034
0,89.50053115,103.9706769,65.306875,0.44080847,0.503717472,0.473030389,0.529383101,0.6,0.398460058,58.45,67.9,12,31.55,10.95,2.35,5.45,14.75,19.75,333.2115385,220.2913554,100.1485254,96.05925583,72.00416667,0.48574057,0.483902439,0.513185466,0.516383243,0.512552301,0.344066237,72.11111111,69.16666667,13.61111111,35.05555556,11.27777778,4.055555556,6.666666667,13.44444444,18.77777778,233.0384615,260.2666667
1,109.0536497,108.8569204,66.30163043,0.542063492,0.522997033,0.576090345,0.546583033,0.574789916,0.306349206,72.30434783,72.17391304,14.86956522,26.17391304,7.565217391,2.608695652,5.956521739,11,15.73913043,153.3269231,198.8895582,96.04412652,97.49202792,58.015,0.522539098,0.490693739,0.552405124,0.521809728,0.5951417,0.336706532,55.72,56.56,11.76,21.32,4.28,2.8,5.68,11.48,14.28,183.0576923,192.1088747
0,109.2742708,94.86322986,73.4390625,0.507978723,0.484050445,0.545972531,0.525703506,0.601173021,0.363696809,80.25,69.66666667,17.08333333,34.70833333,11.875,4.458333333,8.125,11.83333333,18.79166667,24.82142857,131.5024834,106.2700531,95.83495757,69.47708333,0.492,0.458083832,0.54496248,0.499343791,0.524916944,0.384,73.83333333,66.58333333,13.16666667,34.125,9.708333333,3.916666667,6.5,11.5,19.79166667,34.69811321,124.4636364
