b_win,a_ortg,a_drtg,a_pospg,a_efg,a_opp_efg,a_ts,a_opp_ts,a_a_rate,a_ft_rate,a_ppg,a_opp_ppg,a_apg,a_rpg,a_orpg,a_bpg,a_spg,a_topg,a_pfpg,a_rank,a_sos,b_ortg,b_drtg,b_pospg,b_efg,b_opp_efg,b_ts,b_opp_ts,b_a_rate,b_ft_rate,b_ppg,b_opp_ppg,b_apg,b_rpg,b_orpg,b_bpg,b_spg,b_topg,b_pfpg,b_rank,b_sos
1,94.36726446,99.01490275,70.69642857,0.462962963,0.467171717,0.495727403,0.503364323,0.5,0.343209877,66.71428571,70,11.42857143,32,10,4.714285714,6.714285714,13.42857143,22.57142857,220.4864865,173.9292035,88.65867614,106.0049389,69.17916667,0.454637097,0.507393715,0.490666667,0.538577665,0.465,0.282258065,61.33333333,73.33333333,10.33333333,26.22222222,7.555555556,3.444444444,5.333333333,14.66666667,17.55555556,274.9459459,125.2754098
1,101.9307562,91.39187353,67.475,0.494918699,0.444767442,0.528969407,0.475619162,0.45,0.398373984,68.77777778,61.66666667,11,35.11111111,10.88888889,5.222222222,4.666666667,12.77777778,15.44444444,107.027027,175.3343284,101.3584117,84.63949843,71.775,0.48427673,0.410022779,0.52307554,0.464560531,0.578199052,0.350104822,72.75,60.75,15.25,40.25,11.5,5.125,8.25,13.5,18.75,53.91891892,131.6510067
1,111.3219481,101.201771,67.75714286,0.535897436,0.49071618,0.573538996,0.536552649,0.592391304,0.379487179,75.42857143,68.57142857,15.57142857,37.85714286,10.85714286,1.857142857,5.857142857,12.71428571,18,63.86486486,159.6795367,100.1570484,82.10754496,70.6390625,0.492099323,0.403601695,0.531655082,0.429689309,0.472081218,0.424379233,70.75,58,11.625,37.125,9.125,7.125,8.375,11.75,18,34.58536585,174.807947
0,102.1611002,105.6111936,65.215625,0.481941309,0.516795866,0.512081472,0.561071229,0.402061856,0.367945824,66.625,68.875,9.75,29.625,10.75,3.875,7.875,10.75,24.625,84.64864865,91.52941176,99.20049336,102.5482898,70.9421875,0.478813559,0.534722222,0.513686131,0.56387153,0.475961538,0.338983051,70.375,72.75,12.375,33.875,11.125,3.25,6.25,13.875,19,227.8378378,175.8069498
0,106.4989689,83.63109215,68.02361111,0.50524109,0.426380368,0.544604076,0.458104058,0.539170507,0.536687631,72.44444444,56.88888889,13,35.88888889,11.66666667,5.333333333,7.333333333,13,16.11111111,91.59459459,222.4744745,81.73076923,107.1213942,66.56,0.423076923,0.549295775,0.458201727,0.584833696,0.489473684,0.298076923,54.4,71.3,9.3,19.7,8.1,2.4,10.2,15.2,20.1,325.0540541,150.3297587
0,105.9770897,92.7299535,68.8828125,0.545563549,0.4738041,0.57836098,0.500734934,0.419512195,0.443645084,73,63.875,10.75,32,9.25,2.5,7,14.25,18.625,134.4054054,238.9797297,85.47262205,101.1689832,68.92159091,0.413709677,0.52480916,0.456788383,0.57498407,0.408695652,0.303225806,58.90909091,69.72727273,8.545454545,31.81818182,10.18181818,2.636363636,8.545454545,15.36363636,22.81818182,318.1891892,176.8382353
0,99.36750999,100.0332889,66.75555556,0.485106383,0.443050193,0.52566699,0.486442736,0.581632653,0.438297872,66.33333333,66.77777778,12.66666667,26,5.888888889,4.333333333,5.222222222,9.333333333,19.33333333,150.3783784,172.3502994,90.75894187,101.1561476,65.95178571,0.452,0.478666667,0.477601733,0.521583738,0.424836601,0.357333333,59.85714286,66.71428571,9.285714286,27.85714286,8,3,5.571428571,11.57142857,19.42857143,301.027027,196.1351351
1,99.47238832,96.37706648,64.61363636,0.479965157,0.496598639,0.522832317,0.513974864,0.590909091,0.37456446,64.27272727,62.27272727,13,32.45454545,10.27272727,4.181818182,6.636363636,13.09090909,16.81818182,87.67567568,157.0635697,97.47941312,101.3250846,66.45277778,0.475531915,0.530237581,0.523856591,0.556269506,0.420512821,0.387234043,64.77777778,67.33333333,9.111111111,31.33333333,8.666666667,1.444444444,5.444444444,13.66666667,19,228.1621622,189.6126126
0,91.32806224,89.63680183,59.1275,0.504514673,0.478118162,0.534918276,0.51178061,0.595854922,0.293453725,54,53,11.5,21.2,4.3,3.2,6.8,12.9,12.6,147.6216216,178.2830189,91.42314089,110.8101687,65.765625,0.468609865,0.57793765,0.484537121,0.58900788,0.488764045,0.237668161,60.125,72.875,10.875,23.75,7.5,3.625,5.125,11.875,18.5,242.8918919,149.5180328
1,95.08257715,95.08257715,67.19305556,0.467065868,0.486257928,0.490196078,0.514334273,0.511848341,0.359281437,63.88888889,63.88888889,12,32.88888889,10.55555556,4.555555556,7.555555556,12.44444444,19,242.4594595,216.993994,111.4780866,95.44661743,74.85277778,0.534574468,0.501934236,0.566942211,0.534030979,0.652830189,0.367021277,83.44444444,71.44444444,19.22222222,33.33333333,11.22222222,4,8.888888889,12.44444444,18.22222222,30.74358974,136.4319527
0,93.94513654,99.90990711,67.06041667,0.5,0.476331361,0.523799626,0.506424792,0.467153285,0.34516129,63,67,10.66666667,28.83333333,8.333333333,3.166666667,5.5,14.16666667,17.5,285.7567568,194.3738739,91.12875388,95.09837763,72.425,0.462155963,0.456567797,0.497620282,0.482254606,0.649425287,0.456422018,66,68.875,14.125,33.75,9.625,4,5.125,15.375,23,229.2432432,138.6578947
0,94.10829608,95.85692996,69.89583333,0.471252567,0.501057082,0.504882521,0.528159762,0.46969697,0.429158111,65.77777778,67,10.33333333,29.55555556,8.555555556,1.777777778,6.666666667,14.22222222,21.66666667,172.2432432,141.4174174,117.1691255,94.79010762,70.155,0.590592334,0.5,0.613478618,0.518599392,0.619205298,0.351916376,82.2,66.5,18.7,34.9,9.7,3.5,7,12.5,17,28.52631579,142.7027027
1,88.84889143,99.3209523,67.90555556,0.435729847,0.483505155,0.49303128,0.525427397,0.468926554,0.420479303,60.33333333,67.44444444,9.222222222,28,7.444444444,3.888888889,5.666666667,13.88888889,18.88888889,239.7027027,177.6676558,101.6930971,99.26161658,69.91625,0.540796964,0.506908463,0.571107273,0.527475868,0.587234043,0.381404175,71.1,69.4,13.8,29.6,6,2.3,6.7,13.9,16.8,111.9459459,150.1952862
0,108.5569808,102.9899562,67.3609375,0.529411765,0.503456221,0.570843091,0.541595511,0.448979592,0.432941176,73.125,69.375,11,28.125,6.375,1.75,4.125,9.875,19.75,63,150.1428571,87.1346118,113.6970148,67.1375,0.408011869,0.567961165,0.458703607,0.596276526,0.601694915,0.284866469,58.5,76.33333333,11.83333333,21.83333333,7.666666667,1.333333333,6.833333333,12.16666667,20.66666667,317.6756757,179.5900901
1,108.782083,93.53753499,66.4171875,0.485682819,0.472413793,0.533801256,0.500730442,0.51010101,0.405286344,72.25,62.125,12.625,35,10.5,3.25,5.75,10.5,16.75,53.5,167.78,112.0087735,99.87205264,75.98611111,0.542342342,0.5,0.582000532,0.543205949,0.604651163,0.390990991,85.11111111,75.88888889,17.33333333,35.33333333,10.22222222,2.444444444,7.888888889,12.88888889,22.11111111,47.39473684,127.2609971
1,113.2039097,90.84073953,72.04305556,0.564579256,0.455307263,0.590792015,0.481543556,0.586065574,0.454011742,81.55555556,65.44444444,15.88888889,33.88888889,8.444444444,3.777777778,7.666666667,11.33333333,16.66666667,105.9189189,242.0658683,98.14507938,86.81242316,58.459375,0.484693878,0.396028037,0.511135857,0.424375457,0.59375,0.306122449,57.375,50.75,11.875,31.5,9.5,4.125,5.25,11.125,17.125,111.7567568,195.2166667
1,90.06873667,101.6354586,65.921875,0.43908046,0.483451537,0.467818979,0.528521422,0.413793103,0.351724138,59.375,67,9,30.5,9.375,2.875,6.125,12.125,19.375,301.027027,190.4155405,90.07654456,95.13395298,66.50909091,0.432119205,0.458257713,0.473964327,0.50877193,0.567099567,0.317880795,59.90909091,63.27272727,11.90909091,37.54545455,10.36363636,2.454545455,5,14.09090909,22,311.4594595,209.4355231
0,118.9941145,96.05136437,73.0078125,0.575098814,0.476645435,0.600509785,0.503184142,0.616326531,0.302371542,86.875,70.125,18.875,36.625,9.75,2.875,5.125,10.625,21.875,50.45945946,198.62,94.60130669,96.12959921,65.4325,0.504816956,0.450374532,0.526898195,0.488923436,0.546666667,0.277456647,61.9,62.9,12.3,26.4,7,2.6,5.7,13,21,190.5405405,180.808
0,97.73619581,87.04368891,66.50555556,0.475336323,0.43487395,0.521436848,0.47436948,0.638743455,0.542600897,65,57.88888889,13.55555556,30.77777778,7.222222222,2.222222222,6.333333333,12.33333333,18,57.94594595,152.8720238,102.4463175,110.9401746,64.09861111,0.501098901,0.542116631,0.540071278,0.575928009,0.563157895,0.426373626,65.66666667,71.11111111,11.88888889,27.11111111,7.888888889,1.333333333,5.444444444,10.77777778,19.11111111,225.6486486,168.8254438
1,91.3449407,101.2700816,66.05,0.474780702,0.519547325,0.503593786,0.540613354,0.467741935,0.38377193,60.33333333,66.88888889,9.666666667,24.33333333,6.444444444,1.333333333,6.444444444,12.55555556,17.77777778,207.1081081,178.28,100.2687564,102.4790897,71.09464286,0.502475248,0.48875,0.521339393,0.530421217,0.563218391,0.388613861,71.28571429,72.85714286,14,30,9.714285714,3.714285714,5.714285714,13,21.42857143,214.1081081,209.7142857
0,91.70736181,101.4283422,60.57916667,0.470251716,0.488505747,0.49419323,0.532191319,0.536723164,0.33180778,55.55555556,61.44444444,10.55555556,26.22222222,8.111111111,4.111111111,5.666666667,12.33333333,17.88888889,259.1351351,175.4290541,91.5359783,100.2464136,72.70972222,0.460638298,0.47961165,0.509939131,0.528648562,0.513089005,0.525531915,66.55555556,72.88888889,10.88888889,29.77777778,7.111111111,3.666666667,6.444444444,14.22222222,21,238,175.4319527
1,104.233302,109.3132643,66.4375,0.515116279,0.528169014,0.556308681,0.56952409,0.534759358,0.33255814,69.25,72.625,12.5,26.125,6.5,2.75,4.5,11,19.375,177.5135135,176.4276094,98.06615238,90.88027053,67.59285714,0.455729167,0.45148248,0.503308385,0.488247985,0.543046358,0.421875,66.28571429,61.42857143,11.71428571,34.14285714,10.28571429,4.285714286,7,10.85714286,19,93.54054054,166.610687
1,96.51696071,106.7636243,67.23055556,0.5,0.515495868,0.527623436,0.562007917,0.516908213,0.342436975,64.88888889,71.77777778,11.88888889,30.66666667,8.111111111,3.222222222,5.222222222,13.66666667,19.55555556,230.4054054,165.9230769,97.21931842,114.7815179,68.32857143,0.488461538,0.563660477,0.518481351,0.597811292,0.479532164,0.315384615,66.42857143,78.42857143,11.71428571,22.71428571,7.285714286,4.142857143,5.285714286,12,21.14285714,323.3513514,202.8996139
0,92.19965102,97.36972491,72.5328125,0.451578947,0.492990654,0.490983343,0.534329487,0.407407407,0.309473684,66.875,70.625,9.625,31.25,8.375,0.625,6.25,13.625,23.25,211.8108108,160.5866667,99.1715644,109.9231741,69.24027778,0.512720157,0.528455285,0.527686462,0.578791719,0.484581498,0.307240705,68.66666667,76.11111111,12.22222222,28.44444444,8.777777778,2,6.444444444,13.11111111,21.22222222,287.6486486,166.7715134
0,90.61884006,109.0535551,64.31964286,0.42987013,0.522284123,0.460548595,0.564984753,0.468965517,0.316883117,58.28571429,70.14285714,9.714285714,24.85714286,8.857142857,2.285714286,6.857142857,10.85714286,20.71428571,251.8108108,116.3857678,84.38818565,112.2647324,65.915625,0.386363636,0.511387164,0.432395666,0.54007207,0.531034483,0.356818182,55.625,74,9.625,30.125,9.75,3.25,3.875,11.125,16.375,324.1891892,185.1395349
1,98.86602838,93.02641407,73.635,0.47027972,0.500909091,0.514233242,0.52867176,0.545081967,0.5,72.8,68.5,13.3,40.3,12.1,4.1,8,15.1,19.3,144.2162162,172.3663102,105.8344116,86.5215628,64.72375,0.516071429,0.436758893,0.539731316,0.479534167,0.567460317,0.280357143,68.5,56,14.3,35.3,11.6,4.1,8,12.1,16.3,42.5,134.3890339
0,101.3802111,99.12104204,70.8225,0.51396648,0.494594595,0.545883069,0.536861426,0.480769231,0.472998138,71.8,70.2,12.5,33.8,8.3,3.2,6.3,13.4,18.8,152.8918919,154.9037433,95.75021683,99.29652115,72.0625,0.514112903,0.480276134,0.535714286,0.518915435,0.497890295,0.35483871,69,71.55555556,13.11111111,32.11111111,8.111111111,5.111111111,6.666666667,15.11111111,20.33333333,168.4594595,159.8955224
0,90.31448795,99.99104023,69.75625,0.425675676,0.491860465,0.469186371,0.531428571,0.362068966,0.441441441,63,69.75,7.875,34,11,3.875,5.5,13.75,22.25,227.5405405,132.7043189,111.8678976,102.3287745,76.87638889,0.587619048,0.510434783,0.615702808,0.539449122,0.633858268,0.415238095,86,78.66666667,17.88888889,26.66666667,5.666666667,3.111111111,7.333333333,13.33333333,17.22222222,91.62162162,171.1522388
1,104.6908498,103.8675928,72.88125,0.510517799,0.522058824,0.52423649,0.548630236,0.494623656,0.373786408,76.3,75.7,13.8,37.1,12.3,3.2,6.8,12.7,16.4,90.7027027,130.0946746,107.1318877,91.2422958,67.82916667,0.537190083,0.430041152,0.566626235,0.484495281,0.533898305,0.404958678,72.66666667,61.88888889,14,32.88888889,10.33333333,5.222222222,8,14.22222222,18.77777778,42.36842105,134.4508671
1,114.661151,97.33544227,64.2109375,0.583333333,0.457013575,0.615883306,0.486192143,0.683168317,0.436868687,73.625,62.5,17.25,30.375,8.375,4.25,4.625,12.375,18.375,80.43243243,172.2457912,99.09891585,89.33547587,68.28194444,0.4743083,0.463752665,0.503472222,0.49974967,0.472972973,0.411067194,67.66666667,61,11.66666667,38.44444444,12.33333333,3.666666667,5.666666667,13.55555556,17.88888889,77.64864865,165.5795796
0,121.5441364,89.84332201,68.4525,0.591065292,0.441229656,0.613614573,0.475932518,0.57980456,0.347079038,83.2,61.5,17.8,36,10.5,3.1,6.7,11,18,7.707317073,133.2631579,96.1807303,105.3514511,63.86785714,0.420654912,0.505291005,0.462913123,0.534377127,0.430463576,0.35768262,61.42857143,67.28571429,9.285714286,33.57142857,9.428571429,2.857142857,4.428571429,6.571428571,18.42857143,268.8918919,171.4769231
1,97.93566971,96.75394217,67.6975,0.50695825,0.484259259,0.548682087,0.520026994,0.596491228,0.423459245,66.3,65.5,13.6,28,7.4,2.6,6.7,15.1,16.2,162.6756757,179.8439153,98.2697376,107.2533517,68.1796875,0.481776765,0.529017857,0.521832254,0.564344974,0.544973545,0.357630979,67,73.125,12.875,24.375,8.25,2.25,5.25,12.375,16.5,178.7027027,180.6466667
0,110.6183477,89.58438925,71.74545455,0.512592593,0.451968504,0.555909322,0.486780501,0.523333333,0.343703704,79.36363636,64.27272727,14.27272727,35.63636364,9.909090909,4,6.818181818,10.27272727,18.81818182,39.65789474,164.6057692,96.07243157,103.6173869,66.26944444,0.476545842,0.498920086,0.514039652,0.544493392,0.451282051,0.396588486,63.66666667,68.66666667,9.777777778,28.77777778,8.666666667,3.111111111,6.111111111,13.22222222,21.55555556,157.972973,124.8157895
0,104.3750544,105.0708881,71.85625,0.49339207,0.523041475,0.541760722,0.569865082,0.367346939,0.462555066,75,75.5,9,28.25,6.5,3.75,9,8.5,22.25,133.0810811,163.8783784,90.46597777,99.51257555,71.23611111,0.442913386,0.533755274,0.481687567,0.564401982,0.454545455,0.38976378,64.44444444,70.88888889,10,32.22222222,10.55555556,2.555555556,8.666666667,15.22222222,20,275.7297297,182.8249258
1,106.0544941,81.41112619,68.1725,0.510889292,0.43960396,0.542060279,0.47069799,0.516,0.442831216,72.3,55.5,12.9,34,10,2.8,8.5,11.6,17.6,29.92682927,162.8759894,121.3992126,99.06175751,72.07625,0.586120401,0.480559876,0.614876498,0.496522949,0.529605263,0.399665552,87.5,71.4,16.1,34.3,11.1,3.4,6.3,11.8,16.2,57.2972973,196.1013333
1,98.23557463,112.2238118,62.91,0.542410714,0.541275797,0.582826425,0.571174305,0.547169811,0.386160714,61.8,70.6,11.6,22.1,5.3,2.2,4.8,14.7,16.5,296.4864865,168.1832884,116.0456274,95.96958175,73.05555556,0.573473282,0.492779783,0.612089367,0.520004945,0.642585551,0.398854962,84.77777778,70.11111111,18.77777778,33.88888889,7.444444444,2.888888889,6,10.88888889,14.33333333,16.73170732,147.8470588
1,87.85046729,100.9345794,71.33333333,0.417771883,0.479532164,0.443370084,0.528149642,0.454545455,0.262599469,62.66666667,72,10.83333333,38.83333333,11.5,3.833333333,5.833333333,13.16666667,19,279.4324324,127.7168142,87.4705349,104.0072529,68.9375,0.448960302,0.536734694,0.491402494,0.578972868,0.551886792,0.336483932,60.3,71.7,11.7,28.9,9.1,1.5,8.8,16.7,23.4,302.9459459,169.3557951
1,112.9814811,106.421266,68.5953125,0.587264151,0.486921529,0.618238022,0.511293994,0.582568807,0.384433962,77.5,73,15.875,25.125,7.125,2.875,6.875,12.75,18.375,117.4054054,197.06,103.6695533,94.53201254,66.87916667,0.468546638,0.451676529,0.535094113,0.484049341,0.554973822,0.557483731,69.33333333,63.22222222,11.77777778,36,10.88888889,4.555555556,6.222222222,13.22222222,17.44444444,9.975609756,61.88728324
1,106.0741221,91.31457303,68.50555556,0.543522267,0.456431535,0.560603463,0.501067996,0.622406639,0.380566802,72.66666667,62.55555556,16.66666667,31.11111111,9.111111111,3.111111111,7.111111111,12.55555556,17.88888889,57.91891892,150.4520958,106.9838776,99.05360416,66.8325,0.534412955,0.519191919,0.572778979,0.552126772,0.63362069,0.55465587,71.5,66.2,14.7,31.3,9.4,2.6,6.7,14.5,21.7,102.6486486,172.0294118
1,108.924387,95.69172806,74.19659091,0.515789474,0.467717718,0.548207073,0.506813757,0.580327869,0.461654135,80.81818182,71,16.09090909,40.45454545,12.18181818,4.727272727,7.454545455,12.72727273,18.72727273,51.76315789,149.8854415,113.7736746,71.68556106,66.95909091,0.51399689,0.351443124,0.544279544,0.394456688,0.601973684,0.415241058,76.18181818,48,16.63636364,38.81818182,13.81818182,8.272727273,8.545454545,11.09090909,17.18181818,1.56097561,121.2505967
1,98.80990672,101.2115364,64.77083333,0.452380952,0.480691057,0.512341561,0.515058926,0.402234637,0.578231293,64,65.55555556,8,35.88888889,11.88888889,3.777777778,4.222222222,14.55555556,19.44444444,180.5945946,224.248503,93.44345952,93.29225652,66.13625,0.444756554,0.449619772,0.490145537,0.50138144,0.532407407,0.380149813,61.8,61.7,11.5,32.1,9.5,3.3,6.1,12.9,18.8,122.5135135,146.9867725
1,107.7826507,94.7000669,67.265,0.552062868,0.471910112,0.583195914,0.509824323,0.613445378,0.465618861,72.5,63.7,14.6,33,8.7,3.1,5.3,13.2,18.9,77.81081081,163.1951872,94.0798429,100.1495102,70.0203125,0.473193473,0.461538462,0.522765599,0.499755022,0.571428571,0.368298368,65.875,70.125,13,26,6.75,2.625,5,14.125,19,184.972973,160.65
0,105.897612,72.63294423,72.81666667,0.487364621,0.384920635,0.513978893,0.411355485,0.479508197,0.460288809,77.11111111,52.88888889,13,45.55555556,16.77777778,6.555555556,11.11111111,14.11111111,18.44444444,5.195121951,156.0680473,98.74564181,99.22654591,69.31388889,0.49691358,0.483809524,0.532296392,0.507356256,0.6,0.401234568,68.44444444,68.77777778,14,32.55555556,9.333333333,3.444444444,4.333333333,14.77777778,19,150.8108108,161.4610778
0,88.24471493,93.36963485,69.37777778,0.470715835,0.466019417,0.499773243,0.545318492,0.528497409,0.412147505,61.22222222,64.77777778,11.33333333,25.55555556,8.222222222,1.777777778,7.222222222,16.11111111,23.88888889,246.972973,190.3153153,86.02298534,101.1630308,66.05,0.379850746,0.537142857,0.412854642,0.569612896,0.455752212,0.273134328,56.81818182,66.81818182,9.363636364,32.63636364,13.63636364,3.090909091,6.363636364,11.36363636,19.45454545,308.5675676,176.1666667
0,96.34269549,89.71509396,68.73611111,0.481953291,0.430753564,0.521685851,0.481749924,0.556097561,0.447983015,66.22222222,61.66666667,12.66666667,35.11111111,10.88888889,6.666666667,6.222222222,16.55555556,17.88888889,122.0540541,133.8761062,97.60377713,105.9602649,66.48194444,0.440987124,0.520449898,0.500986532,0.548609008,0.478021978,0.527896996,64.88888889,70.44444444,9.666666667,32,10.88888889,3.333333333,5.666666667,12.88888889,18.88888889,204.2162162,149.5875371
0,97.49753529,96.32286619,66.2125,0.508849558,0.483801296,0.547235566,0.522792477,0.536945813,0.367256637,64.55555556,63.77777778,12.11111111,22.77777778,6.888888889,3.777777778,8.111111111,14,20,178.7837838,171.8040936,92.1371843,111.5452386,69.92678571,0.449766355,0.607255521,0.46815799,0.641899835,0.461538462,0.264018692,64.42857143,78,11.14285714,33.28571429,12.28571429,2.714285714,7.571428571,14.42857143,26.14285714,295.3513514,159.7490494
0,106.4297971,104.4917735,68.79861111,0.529585799,0.493190661,0.555672667,0.53791154,0.602564103,0.357001972,73.22222222,71.88888889,15.66666667,25.88888889,9.777777778,2.888888889,8.444444444,12.55555556,19.44444444,137.5945946,158.3712575,102.2850054,94.76169515,69.41388889,0.483778626,0.489451477,0.52014652,0.523708422,0.464912281,0.36259542,71,65.77777778,11.77777778,35,11.77777778,4.666666667,7.333333333,13.88888889,19.33333333,80.59459459,134.0567164
1,90.4284412,102.4207434,68.5625,0.422037422,0.494152047,0.473443068,0.52506958,0.569832402,0.474012474,62,70.22222222,11.33333333,27.55555556,10.22222222,3.555555556,6.777777778,13.55555556,19.88888889,279.0540541,218.7002967,112.4020535,115.2121048,66.08928571,0.534653465,0.57977208,0.561676388,0.606577899,0.463541667,0.306930693,74.28571429,76.14285714,12.71428571,25.71428571,8.857142857,1.285714286,5.428571429,9.428571429,23.85714286,210.5675676,173.4
